Film Title,Film Year,Film Length,Genre 1,Genre 2,Genre 3,Genre 4,Total Ratings,Number of Fans,Average Ratings,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating,Review Text,Number of Paragraphs,Number of Likes,Comments,Followers,Following,Date,Rating
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, - I want you to be the very best version of yourself that you can be.- What if this is the best version?I FELT THAT,1,161,0,151,"1,010",28-Feb-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, WELL I HOPE NOT CUZ I'D FUCKING KILL YOUR FAMILY,1,344,0,100,"7,698",28-Dec-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, i've been having a bit of a tough time since 2019 started so sitting down with someone i love and watching a film that makes all negativity disappear for 94 minutes reminds me that things will be okay :),1,186,6,263,"5,120",27-Jan-19,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, saoirse ronan deserved the oscar for “i’m probably no good at acting”,1,235,0,180,"21,321",5-Jul-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, it’s so fucking weird seeing a high school movie where the kids actually have acne,1,794,3,144,"3,199",15-Oct-17,rated-9
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," i am speechless, completely in love with this, and don't know what to say other than: i love my mom, i love my best friend, and i love greta gerwig. my heart feels so warm ❤️💖✨💕❣️💙💫💜💝💓",1,117,1,278,"3,189",24-Nov-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," ""Sacramento is beautiful if we don't try to make it something that it's not."" I just watched a YouTube video called ""Realizing Lady Bird"" and it basically showed us a behind the scenes look of how the actors did what they did and how Greta brought her vision to life. ""I don't know any other way to say it other than none of it actually happened, but it's all true."" Listening to Beanie talk about how much she looks up to Saoirse and how they truly fell in love as best friends while playing Julie and lady bird made me so happy. even listening to Timothée talk about how Greta gave him so much literature to read to prepare him for his role of Kyle who has such a minor part shows she wanted absolutely everything to be perfect. ""The more real it is, the more people will find things that are special about it, so don't think you're messing anything up, I want you like who you are and that's why you're here."" Watching Greta tear up behind the camera while they're filming a scene and just stare in awe really makes me realize how much heart and soul she put into Lady Bird and how much this movie means to her. I look up to her so much and if I could be a quarter of how incredible and inspiring she is in my lifetime I would totally be okay with that. Here is the link if you want to check it out <3This analysis is really great too.",7,281,8,263,"5,120",16/7/18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, To everyone who doesn’t like this movie: grow up already!,1,2688,233,93,"59,175",21-Feb-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," rewatching this and getting my dose of serotonin that I was severely lacking, I AM BACK AT FULL POWER !!!",1,128,2,335,"2,821",23-Feb-20,rated-8
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," best picture showcase: film #2 she’s grown on me. i apologize if i was too cynical about this before, i think i was just surprised at the universal acclaim because i figured this would be another indie that flew under the radar. i have a complicated relationship with this movie simply because i don’t relate to it and i wish i did. it makes me feel like i missed out on a lot of normal teenage stuff, which i definitely did and am painfully reminded of often enough already. and while i don’t think it’s the best movie, i do have fun watching it and i feel so much joy when i think of greta and her journey with it and all the people who love it. so i’m choosing to be positive. let’s add half a star back (for now)",2,252,5,272,"54,552",24-Feb-18,rated-8
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, “first one to cry wins” WELL I WON BITCH!!!!!  MS GERWIG AINT PLAYIN GAMES,2,112,0,18,"1,019",10-Oct-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," “maybe they’re the same- love and attention” this movie is a gift. i’ve never cried and laughed this much at the same time. thank you, i needed to feel this",2,135,3,249,"1,711",11-Nov-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," I have never been more represented in a film so badly more than this one and it still remains to be painfully relatable and heartwarming three years later. Lady Bird is coming-of-age film about a seventeen year old teenager, her tumultuous relationship with her mother and her treacherous self-exploration in the last year of high school. Coming-of-age is a genre that is close to my heart, as a previous teenager myself, and this film captivated me when I first watched it back in 2018, as I saw myself in Lady Bird herself. I’ve had a not-so-great relationship with my mother when she was alive and my high school is nothing but hell, but looking back at the memories made me think that I took that time for granted—that I felt like I didn’t explore and express myself enough—and it’s really upsetting. Gerwig manages to resonate with her target audience by inserting a scenario or two where anyone can connect with, and it’s this connection that makes it too personal, to the point where every scene linger in your mind for days, weeks, months, or even years, in my case. The centerpiece of all of this is the incredibly dynamic relationship of a mother and daughter and the film managed to show that not everything is what it seemed to be and showcased the difficulty of being a teenager and a parent in this day and age. The complexities of human connection and familial relationships was perfectly portrayed by the film and its bittersweet dramedy aspect will definitely force you to remember your adolescent years, whether it be good or bad.  See also:Allain’s Top 100 — CLICK HERELetterboxd Popular 250 — CLICK HERE21st Century Best Picture Nominees — CLICK HERENovember 2020 Watches — CLICK HERERecommend Me a Film — CLICK HERE",2,201,21,464,"3,107",3-Nov-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," this might have been my favorite theater experience ever. I loved that the crowd I saw it with was a bunch of older women, because during the airport scene all you could hear was crying. and honestly? it was so so beautiful. my mom is my best friend and i’m so glad she took me to see this for a second time.",1,1250,14,423,"29,806",24-Nov-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, Laughing hysterically over how much of a 5 star movie this is.,1,569,9,93,"59,174",7/10/18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," two terrific details i noticed this time around: a) holy cow, laurie metcalf’s car scenes. my heart is so heavy. obviously, her solo drive around the airport is crushing, but the only other scene where she’s driving alone also says so much. when she's driving home, quietly taking in the parts of the city she loves, we realize it’s her only nice and blissful moment of the day. the next time she drives is when she chooses to pick up lady bird from kyle’s on the way home– not because lady bird needed her, or because miguel had to, but because “it was easier.” for who?   it's also great to notice when she wants to call her ""lady bird"" and when she wants to call her ""christine."" just one of the many ways mama bird shows love, but lady bird doesn’t see it, even when the nun asks her the question that defines the movie: “don’t you think that’s kind of the same thing? love and attention?” 2) lady bird’s foreplay when losing her virginity was watching 9/11 news coverage",4,896,11,116,"44,964",27-Jan-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," ladybird: hey you want some yogurt? kyle: yogurts just fruit sperm, and i’m not gay",1,123,3,97,"1,683",18-Jan-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," something i noticed this time around.... frances ha: ""that's sophie, she's my best friend.""lady bird: ""who's julie?"" ""she's my best friend."" ❤️💛❣️💗💖💕💙💜💞💚💝💓💛",3,203,6,278,"3,189",11-Dec-17,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," Eighteen is a messy age. You think you're an adult. (You aren't.) You think you know better than everyone else. (You don't.) You think every decision you make will impact your life forever. (It won't.) As much as the character of Lady Bird outwardly presents herself as unique, she's just like every other eighteen-year-old inside.  Lady Bird will take you right back to being on that fragile cusp of adulthood. I'm in that headspace while writing this. Which is why I'm about to make this review about me, like any eighteen-year-old would. This isn't really a true critique since the film itself is so damn good, and this may come off as selfish, but I am definitely craving a mainstream coming-of-age film that is about .... um ..... non-white girlhood. Obviously it's semi-autobiographical about Greta Gerwig's own coming-of-age, and she totally deserves to tell her own personal story. White Catholicism is just such a different culture than what I'm used to, but I do think it's so important that white Catholic girls get to have this movie and I don't want to detract from that! Also, Lady Bird can totally be read as intersectional due to its focus on a lower-class family, another identity that is too often underrepresented and misrepresented in film.  I could still vigorously relate to the character of Lady Bird. I too did theater and had a high school boyfriend who was THE theater star. I too had a brief fling with a pretentious boy in a band who treated me like garbage and wouldn't go to prom with me. I too would do silly things just to maintain my ~quirky~ image. I too was intelligent but had less-than-stellar grades because high school wasn't an environment that I could comfortably learn in. This story is one of the few that can transcend identity politics and become universal.  Honestly, I suppose I'm just jealous, but I do wish that there was an Asian or Mixed-Race Greta Gerwig who could tell my coming-of-age story with such tact, such wit, such honesty and candidness. Guess it's up to me to write it! PS. I love love love that so many Letterboxd reviews of Lady Bird are from girls and women who feel like their lived experiences are actually being represented on screen!!! Truly, my heart is so full. After everything we ladies have been through this year, we DESERVED this masterpiece!",6,3503,58,243,"67,457",1-Dec-17,rated-9
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," dare I say that timothée chalamet spent 2017 living The Bisexual Dream™?? making out with saoirse ronan, esther garrel and armie hammer......the peachfucker really had it all",1,308,1,143,"4,507",30-Jan-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, Bought it on DVD and decided to give it a viewing. 4th times a charm.,1,131,11,93,"59,174",6-Mar-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, on the verge of starting a new american idol type tv competition show to find me something that can emotionally impact me as much as the airport scene bc its been a year and nothing has hit t h a t hard,1,154,9,100,"15,069",2-Dec-18,rated-8
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," Even better than I even remember, now how about that!",1,286,0,51,"11,881",10-Feb-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, To everyone who doesn’t like this movie: grow up already!,1,2688,233,93,"59,174",21-Feb-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, it’s so fucking weird seeing a high school movie where the kids actually have acne,1,794,3,144,"3,199",15-Oct-17,rated-9
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, wish i could stop looking over at my friends to gauge their reactions because i’m desperate for their approval,1,180,8,180,"21,321",4-Mar-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," Me before rewatching this: Lady Bird is so good! 9/10! Me now: what kind of stupid idiot garbage person gives Lady Bird anything less than a perfect score? It's one of the most relatable, funny, honest screenplays ever, and in only 90 minutes we get to know so many characters on such a deeply personal level. The editing is perfect(?), and the use of both sound and silence is gorgeous. The cinematography somehow makes us feel restricted to the city of Sacramento while also showcasing its simple, homely beauty, and the screenplay certainly aids in this aspect. It's strange to talk about this solely from a technical perspective because above all the technical perfections Lady Bird is genuinely a deeply affecting and personal experience. A beautiful masterpiece for the ages.  A24 rank",5,110,17,531,"2,711",31-May-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," it's my birthday, nothing better than watch my favorite coming of age",1,169,35,279,"1,130",13-Apr-20,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, I’M SURE THEY HAD ᴺᴼᴼᴼᴼᴼ IDEA MIGUEL.,1,1158,1,180,"21,321",26-Jan-18,rated-10
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, Call Me By the Name I Gave Myself,1,198,3,131,180,4-Nov-17,rated-8
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683, Arclight. Lady Bird was a really pretty movie.  Great performances and the story hit close to home.,1,110,6,7,"4,938",26-Nov-17,rated-8
Lady Bird,2017,94,drama,comedy, , ,415682,13k fans,3.97,1105,3043,1868,11031,10502,52659,54665,127762,57364,95683," ""Don't you think they're kind of the same thing? Love and attention?"" This movie is so much better on a second watch. Literally every part of it is improved. And not a single scene felt like a slog that I had to get through, to get to a better scene. Both Saoirse Ronan and Laurie Metcalf are locks for Oscar nominations, right? ""That's hella tight.""",3,116,3,116,"44,964",20-Nov-17,rated-10
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," This is the first of my Cinemonster's HoopTober Challenge. And what a fucking way to open it. This movie is batshit crazy. I guess I would label it as a Mexican nunsploitation movie. There is your requisite vampirism, demonic possession, and Satanism. There is a scene with so much blood and it is such a lurid red, you'll never get the image out of your head. Ever. Oh, and the screaming... there is soooooooooo much screaming. I would recommend this to anyone. If I were having a Halloween party I would screen this on one of my televisions. letterboxd.com/fookthis/list/one-of-us-one-of-us-cinemonsters-freaklike/",4,43,8,149,"3,269",12-Sep-14,rated-7
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Lost amidst a giant celluloid ocean of Mexican garbage which includes shameful and useless, sexually pervert comedies (especially during the 80s), Alucarda (a hilariously uncreative movie title[1]), la Hija de las Tinieblas lies hidden inside a cave underwater, waiting to be discovered only by hardcore movie explorers. In my book, this is one of the most controversial, bold and shocking contributions to the darkest genres of cinema, destroying any possible Catholic symbol and condemning religious fanatism to the eternal flames of Hell! Extreme cinema at its finest. This is the highest peak of extremity Mexico could ever reach in purely demonic horror. 97/100 [1] The name ""Alucard"" is sometimes credited by fans of the Dracula legend to belong to the son of Dracula; it is ""Dracula"" spelled backwards. Mostly in Latin American countries that have Spanish as their main language, an ""a"" is added to some nouns and names to relate them to a ""female"" category, e.g., ""Ricardo"" for a man and ""Ricarda"" for a woman. Hence, ""Alucarda"", hehe.",4,17,0,209,"7,821",29/6/13,rated-10
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," These wounds, will they clean your soul? Where religion has failed, science prevails. Where science has failed, it’s the body that is left. Hysteric rage vs hysteric fear. A surprising double bill with The Last Temptation Of Christ. Strangely utopian. I WORSHIP LIFE! YOU WORSHIP DEATH!",4,9,0,197,500,18-Apr-20,rated-10
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Daily horror hunt #25 (July 2020) 8/10Jesus welp this packs a whole lot of blasphemous shit in 74 mins 😅Some beautiful imagery, some great scenes (that bloody coffin scene) and there’s something about the character Alucarda i just get drawn to, maybe its the actress who plays her so well, i dunno (and i only found out recently it’s  “A Dracula” spelled backwards, how did i not no that) Anyhow if your looking for a demonic, sacrilegious, blasphemous, nunspoiltation film with loads of creepy imagery and an orgy scene thrown into the mix..bobs your uncle.",3,10,0,222,359,30-Jul-20,0
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Surprisingly great nightmare ride of a film and totally blew apart the screen for me when I caught for free in theatres last night. Felt like Fulci directing Valerie & Her Week of Wonders before diving into some H E A V Y satanic/nunsploitation vibes, letting you come out the other end a changed being ready to scrub off all the blood and impure thoughts. Heavy on both atmosphere and camp, this one is not exactly for everyone but as you follow Juliette as she befriends Alucarda and calamity starts to ensue like a waterfall of cosmic imagery one can't help but fall into its spell. The first half hour especially had this vibe of some kids movie from another dimension (hence the earlier reference to Valerie & Her Week of Wonders). I was immediately sold by how bonkers, poetic, and otherworldly it was before the fantasy melted away into sacrifices, bloodlust, and sooooo muuuuuch screeeeaming. Has the pulpy fun of an early Bava flick, the zoom-scapes of a Fulci, but this is 100% it's own slab of Euro-satanic-horror gold. Severely psychedelic, charmingly campy, and ramps up perfectly towards that eye-scraping finale.  Now where's that blu-ray at? This is a must have for the collection!",4,22,4,386,675,31-May-19,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292, wtf gay little satanic bitches,1,10,2,230,"4,360",13-Aug-20,0
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," If I had to choose one word to describe Juan L. Moctezuma's infamous Alucarda, that word would probably be shrill. There are so many vocal chord shredding screams in this film that I'm surprised my neighbors didn't call the police. Audial onslaught aside, Alucarda is an intriguingly batshit crazy experience that shouldn't be missed by fans of the strange. So, turn down the lights, crank down the volume, and schedule an appointment with your local priest because Alucarda is sure to pollute your soul on a fundamental level. Belphegor!",1,29,4,666,867,9-Jun-14,rated-7
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," A bizarre over acted anti religion film, Alucarda is almost is a great film but ultimately is just good.  The strange sets, such as the convent that looks more like a cave than a chuch.  The strange clothes the nuns wear that look like blood soaked rags. These things add to the film, but the over acting and hard to follow plot, ruin the film for me.  Possibly it represents something thats beyond my understanding after all I'm a drunk who watches movies all day.  Now I'm off to get possessed by some spirits myself Cheers, from Mondo Cinema.",1,7,0,"1,822","1,698",26-Oct-16,rated-6
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," I don't know what can be said about Alucarda that hasn't been said before. The first time I watched it, I remarked that a lot of films promise something and don't deliver, but Alucarda delivers everything you could ever ask for. If you're a fan of Satanic horror at least. Tina Romero gives a startling performance as a teenage girl who's grown up in a bizarre rural convent where the nuns all wear bloodied bandages. When ingénue Justine (Susana Kamini) arrives as a novice, Alucarda falls obsessively in love. Their lesbian fling unleashes... Hell? Of some description. I mean, this movie is just wall-to-wall hysteria. As soon as it kicks off, the screaming starts and doesn't let up. There's goat masks, Pan-like hunchbacks, copious full frontal nudity, crucifixions, nuns on fire, blood sucking, the list goes on. It just keeps delivering scene after scene of gleefully Satanic madness. Picture The Rape Of Christ sequence from The Devils. Then make a whole film out of it and you've got Alucarda. There is some genuine talent behind all this madness though. It's beautifully filmed, the set decoration is visionary and there's a palpable rage towards the Catholic church running through it that, even at the film's melodramatic heights, lends it depth. Arguably, there are things lifted from other, more popular religious horror films of the time but this distills them into something new. Rather than expressing the malevolence of the occult, Alucarda presents it as something cathartic and ecstatic. It's highly theatrical and almost plays like a dance rather than a film. Sure, it will offend most viewers, one way or another, but will utterly enthrall the remaining few.",4,9,1,155,599,19-Sep-18,rated-10
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292, lol this goes hard as hell,1,14,0,493,722,11-Oct-20,rated-9
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292, alucarda is cool and i want to be her friend,1,10,0,99,155,21-Feb-18,0
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Fuck. Yes. Alucarda rules. It's like low rent Ken Russell, and I mean that in the best way possible. Christian hysteria and Satanic evocation are seldom on the same playing field in terms of vilification. Alucarda has that quality and then some. It is frenetic, erotic, doom-and-gloom horror that moves fast and spares no one. Vicious stuff. Just what I wanted.   Hooptober 666: The Satanic Rites of Hooptober  - #33",2,14,2,187,556,20-Oct-19,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Impressively visceral for such a low budget production, it's easy to see (pretty much from the get-go) why Alucarda has become something of an underground cult item over time. Running just a little under 80 minutes, its biggest enemy is perhaps its own slightness, but its commitment to the cinema of hysteria ensures that it hardly ever feels truly weightless. Quite the contrary, it's a truly wild ride if there ever was one; lots of blood, lots of screaming, mummy-wrapped nuns, Satanic worship, and beautifully macabre imagery. It could have benefited from a deeper exploration of its themes but I think it's important to acknowledge that the purpose of the film seems to be rebellion. I don't think the images have lost any of their power over time, and the costumes remain a bizarre treat; they're all so perfectly grounded in what perhaps feels most comfortably like some kind of absurdist horror-theater. I dunno...I personally find that kind of special on its own. Hopefully time will continue to be kind to this minor (although ridiculously amusing) gem.",1,6,3,154,512,22-Sep-14,rated-7
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Artistic insanity and fun girl activities.  Corny at moments, but brilliant nonetheless, I did not expect to like it as much as I did.",2,8,0,83,143,20-Oct-20,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292, I love my fellow satan worshipping lesbians,1,20,0,56,703,18-Oct-16,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," HOOPTOBER MARATHON 3.0 #35 Feels like Carrie and The Devils put together and I couldn't be more satisfied. The less you know, the better. It's on YouTube completely uncut, but know that it's only because it slipped under their radar. This is some outright sacrilegious shit in the best possible way. Looks and feels almost like a Ken Russell film with a nice score to boot.  I would recommend this to anyone who digs gothic horror, especially regarding Satanism. There's so much to appreciate in this and I can't wait to show Taylor. The ending of this film is gonna stick with me for a long time.",5,13,0,782,"1,291",26-Oct-20,rated-10
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," HoopTober 7: I Kick Arse For The Lord27/31Different countries Betörend bebilderter Höllen-Ritt.Die ganze Nacktheit hat mich kein bisschen gestört, im Gegenteil wurde mir wiederum schmerzlich bewusst, wie sehr ich (naturbelassene) Körper im modernen Kino vermisse. Allerdings hätte man Justine beim Exorzismus durchaus ein Höschen gönnen können, zumal wenn so viele Männer anwesend sind, zwar wirkt sie derart nackt ungemein verletzlich, trotzdem erwarte ich da mehr Feingefühl in einem Kloster. Ab diesem Moment schwand jegliches etwaige Mitleid für die Nonnenschar und ihr wenig schwer zu erahnendes Schicksal angesichts Alucardas schwarzer Kräfte. And all hell breaks loose, yeah, it’s that kind of movie. If you mess around with the letters from Alucarda, you can read the name -> Dracula in them, how sweet, I do love riddles & conundrums in particular, but stupid me didn’t figure it out, although I had a feeling since the shot of a kiss dripping with BLOOD, which leaves nothing to be desired in aesthetic terms. Justine resurrecting from a WET coffin kind of gave it away, then Alucarda in fact BITES a nun to death — her lesbian taste seems quite picky —, still, I was unable to build the bridge. Well, my break in the middle because of sleeping reasons wasn’t helpful, I suppose, howsoever, I am extremely fond of Alucarda, la hija de las tinieblas as stylish vampire business in disguise of church madness including self flagellation — with an extra A up the sleeve for fun.Vampyros Lesbos facts: Irish writer Sheridan Le Fanu would be pleased. Carmilla of course is an anagram of Mircalla, Countess Karnstein, published in 1872 and hence before Bram Stoker’s novel, insofar ladies who like women have a certain tradition.",3,18,2,253,314,21-Oct-20,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," This movie blew me away. It is gory, actually scary, and surreal.Alucarda is a mixture of the nunsploitation genre and The Exorcist. But the mood is what makes this movie work and stand on its own feet. The set design, cinematography, dark synth music (!!! amazing), and acting create an atmosphere of fear and destruction. In some ways, it feels like a dark fairytale. Similar to Dario Argento's Suspiria.Tina Romero, the woman who plays the character of Alucarda gives a creepy performance. She is amazing. No wonder she is acting to this day.Also, some of the imagery in the film looks like it fell out of a painting or something. Absolutely brilliant.The story while it is simple contains some interesting questions about religion. The side character all have a purpose. They're not just one dimensional like in most 70s exploitation films. Conclusion: If you haven't seen this already check it out immediately. Don't miss out on this great film as long as I did.",1,8,0,79,111,8-Sep-20,rated-9
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," HOOPTOBER 666 #27/31Criteria: Mexican director (1/1), Mexico (9/6 countries), Church movie (1/1)Main List: boxd.it/3T53CCinemonster's Hooptober HQ: boxd.it/2Rcp8 A bizarre piece of over-acted, under-budgeted Mexican lysergic nunsploitation ala The Devils with flourishes of Jodorowsky and maybe a bit of Jess Franco too. Has about an hour and fifteen minutes to tackle spirituality, repression, organized religion, sexuality, authoritarianism etc in a visceral, extreme way and kind of overachieves it. It's definitely very, very rough around the edges but when this movie sticks the landing on its ambitious concepts it's genuinely exhilarating. Loved just about everything going on visually, from the costume design, set design, and the low-rent special effects. Considering their resources the cinematography is very impressive, and the final scenes in the movie are dominated by hellish, occasionally powerful imagery. The major setpieces like the chapel on fire are particularly excellent and the costumes are great too, especially the nuns who all look like blood-soaked mummies. The costumes in general reveal a lot about certain characters and it makes up for the movie's lack of engaging dialogue. Alucarda wears pure black the entire movie and she looks cool as hell. Actually, most of this movie looks cool as hell. I wasn't aware that the copy I had was an English dub but the dialogue sounded a little muffled so I ended up experiencing the entire movie on headphones. Some of the wild sound cues are horrendous but works in its favor--it takes this sudden jump in intensity and some of these noises are so strange and jarring that it's pretty fucking scary! I don't remember much about the score besides some weird keyboard warbles. Eventually the soundtrack becomes dominated by nonstop hysterial nun screaming that would be especially annoying if they weren't some of the most blood curdling Horror screams ever recorded.  As mentioned the dialogue is nothing to write home about but the movie is very well performed and features melodramatic overacting particularly from Tina Romero that reminded me a lot of Isabelle Adjani's fully committed hysterics in Possession. It's also got some serious pacing issues, mainly that it's way too short and it starts to move at a breakneck pace towards a payoff that--while remaining utterly, consistently batshit--feels a bit flat. Either that or you're just relieved this experience is over. How about seeing for yourself if you got an hour and change to spare? 8.0 PS: Ooooooookay so after 27 movies I have satisfied all of my Hooptober requirements (except seeing Innocent Blood but I think I've filled my John Landis quota this month), which means my last six or so movies will all be freebies.",7,25,2,358,295,14-Oct-19,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292, Ken Russell directs Heavenly Creatures with set design by Peter Greenaway and nuns provided by Coil. An 8/10.,1,53,3,138,674,9-Oct-14,rated-8
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Christianity was from the beginning, essentially and fundamentally, life's nausea and disgust with life, merely concealed behind, masked by, dressed up as, faith in ""another"" or ""better"" life.- Nietzsche I worship life, you worship death!- Alucarda Oh Alucarda I love you, in you is the best of the world. Loving intensely and feeling intensely, desperate for connection and well deserving of it. She did nothing wrong, it's the people around her who failed her by making no attempt to sympathize with her wavelength. Even in the act of faith being proven superior to reason the film denies the Church their moral victory. Anyone with a heart can see who the hero is in this tale.",3,11,2,349,590,25/6/20,0
Alucarda,1977,74,thriller,horror, , ,3280,40 fans,3.51,15,59,47,176,234,631,705,878,243,292," Going strong with the Rendezvous Film Club Halloween!!Really love this nunsploitation jam - not enough sexytimes for my taste, but the naked circles of summoning Satan is pretty legend and the blood soaked nuns screaming nonstop and biting, setting fire, flagellating, cutting, poking and beheading each other on a divine set in Mummy-like ""Nummy"" get ups is a good goddamn time!",1,17,0,599,"1,080",1-Nov-20,rated-10
