Film Title,Film Year,Film Length,Genre 1,Genre 2,Genre 3,Genre 4,Language 1,Language 2,Language 3,Language 4,Country 1,Country 2,Country 3,Country 4,Total Ratings,Number of Fans,Average Ratings,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating,Review Text,Number of Paragraphs,Number of Likes,Comments,Followers,Following,Date
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Not Ryan Reynolds recycling the same penis jokes...... a nightmare   Jason Bateman I love you <3 ,3,3,0,248,346,"29 Jan, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," This movie is so dumb, but I loved it a lot. Ryan Reynolds is actually funny in this movie, which was refreshing. Jason Bateman was great as per usual. The comedy was my kinda comedy, which was very surprising. Going into this, I had 0 expectations, and I ended up really liking it. It's probably a half an hour to long, but if you want just a fun movie to watch, this is it.",1,3,0,192,185,"08 Jun, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," It's okay, I guess 🤷🏻‍♂️",1,2,0,91,56,"10 Jul, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," It's okay, I guess 🤷🏻‍♂️",1,2,0,91,56,"10 Jul, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, You can't understand someone until you've walked a mile in their shoes. Be careful what you wish for.,1,4,0,25,"1,347","10 Jul, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," No where near as bad as I heard, in fact it was quite enjoyable. It's not a great film but it sure did pass the time (if nota little long). Jason Bateman is always likeable; Ryan Reynolds is as well, to a certain extent; and then Olivia Wilde, Alan Arkin and President Charles Logan are always a pleasure to watch, especially Wilde. I love these body switch movies and when you have a great cast you can't really go wrong with them. This movie is funny (okay, some jokes fall flat) and it's touching (and a little cheesy) in all the right ways. It's slickly shot and it goes for a hard R (I watched the unrated version) so it's got hard comedy, sex and nudity. It's also a movie you can't think about to much after, or while watching, or you will ask yourself things like how did he learn to be a lawyer in, like, a day? Or all this happened in a week? Or what's with those weird looking boobs? Those weird looking boobs are part of the bad CGI that is prevalent throughout this movie. There are some terrible looking baby effects and some terrible looking boobs. I don't get this fake boob thing. I get it if an actress doesn't want to get naked but from what I hear Olivia Wilde worse tassels on her nipples and then nipples were CGI'd in. Really? Did tassels and a thong really make you feel like you weren't naked? Especially since you don't seem to mind doing nude scenes? So if this film was cut down by about 15 minutes, had a stronger script, had better effects and had real boobs (okay, I'll take fake ones if that is all I can get) it would be a hell of a lot better but even still Bateman and Reynolds and a great supporting cast make this watchable, enjoyable and worth seeing. That and the Lorno scenes. Production Design: 6 out of 10	Cinematography: 7 out of 10Re-playability: 6 out of 10Originality: 5 out of 10Costumes: 7 out of 10Directing: 6 out of 10Editing: 6 out of 10Acting: 7 out of 10Music: 7 out of 10Script:: 6 out of 10 63/100",7,6,0,"1,026",684,"07 Sep, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, One of the worst things I've seen in a long time. Wanted to shut it off 20 minutes in. A mind-numbing case of tourettes.,1,3,2,290,"2,481","24 Mar, 2012"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Shitty. Fun.,1,2,0,257,172,"04 Apr, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, One of the worst things I've seen in a long time. Wanted to shut it off 20 minutes in. A mind-numbing case of tourettes.,1,3,2,290,"2,481","24 Mar, 2012"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," When I realized that this movie was an r rated freaky Friday comedy starring Jason Bateman and Ryan Reynolds, I had high expectations, but sadly, they didn’t deliver. The overall plot of the film is still basic even with its unique premise on an overused genre, and the acting is really great. It feels like both actors really are playing each other and they make the same faces and expressions that the others would make which I thought was impressive. Most of the comedy is raunchy but funny, and overall it was just a basic but funny subpar movie. I would recommend to anyone who is fine with a harder r rating than other comedies.",1,2,0,33,32,"27 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, I thought it was a decent comedy definitely worth a watch not bad acting. 6/10,1,5,0,"5,234","2,471","14 Feb, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Basically the same concept as Freaky Friday only with two men this time. It's a very unfunny comedy that despite being rated 15 (English rating) it's more aimed at twelve year olds who haven't quite developed a sense of humor yet. Honestly I wasn't expecting a whole lot, but it really is a load of rubbish. I think the obviously implausible story is the worst thing about it, as it's already been done before and it wasn't even good then. The film stars the sometimes funny Jason Bateman and the ever annoying Ryan Reynolds whose very low brow comedy just does nothing for me. I smirked on occasion and we are blessed with Olivia Wilde so I won't give it the worst rating.",3,4,0,255,372,"01 Feb, 2014"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, this is just a domestic housewife deadpool,1,15,0,155,"1,742","16 Apr, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, I enjoyed this a whole lot more than Citizen Kane.,1,13,0,109,"2,203","09 Aug, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, this was a stupid ass movie and i liked it,1,3,0,200,290,"07 Oct, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, literally will be worth suffering through this for what will be the most ambitious and crazy episode of cinema of the state we have ever conceived. Coming October 29th. there's one scene in this that i thought was affecting and thoughtful and then theres the rest of the movie also make sure to watch the trailer for Freaky,3,4,0,101,356,"09 Oct, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, I thought it was a decent comedy definitely worth a watch not bad acting. 6/10,1,5,0,"5,234","2,471","14 Feb, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Hilarious, Ryan Reynolds & Jason Bateman made a great duo. Both guys were on top form. Olivia Wilde (biggest crush) is sexier than ever & Leslie Mann is Leslie Mann (in a good way, I mean). The Change-Up may be very raunchy, at times disgusting with the toilet humor but it has a surprisingly good heart. Very funny, raunchy movie with a good heart.",1,3,0,"1,247","1,160","09 Dec, 2011"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Do you miss the body-switching comedies that became prevalent in the late 1980s? Nope, you don't. Neither did I. Unless you really, really love ""Vice Versa"", and no one really loves ""Vice Versa"", you haven't given body switching movies a second thought since at least ""Face/Off"" (yeah, I would never have thought to mention ""Vice Versa"" and ""Face/Off"" in the same paragraph either, but here I am). ""The Change-Up"" might very well be the best body-switching comedy ever made. Not that this means you should care about it. I certainly didn't. But then I learned a fact about this film that changed everything, and I had to watch it immediately: this movie contains nude footage of Leslie Mann*. I've always thought she was cute, but I never had a burning desire to see what was happening beneath her clothes. But my source told me that she was hiding some real treasures, and Best Buy had the blu-ray on sale for five dollars, so I am now the proud owner of ""The Change-Up"". And you know what? I have no regrets.  Movies that try to balance raunchy and heartwarming are difficult to pull off. David Dobkin, the director of ""The Change-Up"" tried this balance in ""The Wedding Crashers"" to, I thought, little success. The raunchy moments of ""Wedding Crashers"" struck me as hilarious (such as any scene involving Vince Vaughn and Isla Fisher) while the allegedly heartwarming elements (any scene involving Owen Wilson and Rachel McAdams) fell flat for me. ""The Change-Up"" works much better because the heartwarming stuff sneaks its way into the raunch, rather than being completely separated from it. Also, ""The Change-Up"" remains defiantly dedicated to nudity and raunch and edgy jokes for its entire length rather than coming to a screeching halt for moments of unearned sentiment. ""The Change-Up"" also earns those moments of sentiment with two hilarious performances from Jason Bateman and Deadpool himself, Ryan Reynolds. Reynolds is just as vulgar and rat-a-tat-tat here as he was in ""Deadpool"", and Bateman brings his usual sardonic straight man routine to the table. Neither of these actors is doing anything new here, but thankfully they don't have to. They don't play one another as well as Travolta and, especially, Nic Cage did in ""Face/Off"" or even as well as Jamie Lee Curtis and Lindsay Lohan did in ""Freaky Friday"", but they work well enough and make this a very fun ride. It's consistently hilarious, has a few things to say about domesticity and family without battering the audience over the head with them, and manages to delve deeper than I expected. Granted, I didn't expect any depth here at all, so anything is a bonus. I popped this in hoping for a good laugh and I got a lot of them, and the sentiment didn't irritate me so that worked as well. Also, this movie has a respectable commitment to nudity which I thoroughly appreciated. Not only is Leslie Mann a very funny actress, but...um...Wow. Judd Apatow is a lucky man. Holy Crap! *Reviewer's Note: Thanks to IMDB I learned that Leslie Mann used a body double. This is like learning that Santa doesn't exist all over again.",5,13,0,"1,394","1,120","26 Jun, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," I rarely do this, but I turned it off exactly half way through, at the point where the baby was throwing knives! (Because that's where my suspension of disbelief expired.) I will not be returning to this. Wow! This was not my thing at all.",1,20,5,"1,184","1,234","28 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," 84 Raunchy adult twist on Freaky Friday where a straight-laced married businessman switches bodies with his single womanizing wannabe-actor best friend, with mostly funny results as they have to try their best to pass as the other so as not to disrupt anyone’s lives. Pretty immature but I laughed quite a bit.",1,3,0,288,226,"08 Apr, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," My wife picked this thinking it was going to be a RomCom so I was pleased to discover it is in fact a Bromantic Body Swap Comedy. Some of the comedy is quite inappropriate but I was amused throughout. Jason Bateman and Ryan Reynolds bounce off each other well, with good support from sexy secretary Olivia Wilde and my long-term crush Leslie Mann. This isn't the best film in the world but watching it after midnight with some booze was good fun.",3,8,0,"1,238","1,779","08 Aug, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Equally hilarious as it is heartfelt. With two committed and very funny lead performances from Jason Bateman and Ryan Reynolds, consistent laughs and a good sense of heart, The Change-Up more than makes up for its overlong runtime and its occasional tonal inconsistencies. This is further proof why I love Jason Bateman.",1,8,0,15,221,"24 Jun, 2015"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," This was the same year that Green Lantern came out, so, not a great year of movie choices for Ryan Reynolds. Pretty much offensive on every level, not even redeemed by the great Alan Arkin. Hollywood, get your shit together.",1,8,0,644,"1,129","08 Nov, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," my #1 most shameful guilty pleasure film. i really cannot defend it, but i still love it so. judge away.",1,4,4,273,359,"24 Mar, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," This movie is so dumb, but I loved it a lot. Ryan Reynolds is actually funny in this movie, which was refreshing. Jason Bateman was great as per usual. The comedy was my kinda comedy, which was very surprising. Going into this, I had 0 expectations, and I ended up really liking it. It's probably a half an hour to long, but if you want just a fun movie to watch, this is it.",1,3,0,192,185,"08 Jun, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," As an aspiring screenwriter not a day goes by when I don't hear from professionals how difficult it can be to break into the game, even if you have a great script behind you. Then I watch a movie like The Change Up and I start to remember that you don't need a great script at all, you just need the right pals in the right places, because that's the only possible way to explain away this turd of a 'comedy', that David Dobkin--who did give us the decent Wedding Crashers, so he can do better--must have friends upstairs. There is only one reason to watch this movie, and it's not Dobkin and hells teeth is certainly is not the steaming wreck of a script. Nope, that reason is one man: Jason Bateman. He's normally more than decent anyway, despite the fact he can pick crud roles every now and then, but here he gets the opportunity to play against type - he starts off as Dave, a typical Bateman character; middle-aged, harried, unfulfilled, but then he gets to switch gears as the body-swap fantasy concept at the movie's heart kicks in and becomes Mitch, a self-serving arsehole of the highest order, played originally by Ryan Reynolds who... well, as per usual, I struggle to see the point in. Bateman clearly enjoys playing a complete jerk and he's surprisingly good at it, and as stated the single reason The Change Up is worth any of your time... because the rest of it sucks. Truly sucks. It's not funny, it's not dramatic, it's not charming, it's not sweet and it's too long by a good twenty minutes. And to make matters worse it becomes horribly, inevitably sentimental toward the end because, y'know, these guys may be selfish idiots but we'll love them if they've Learned Their Lesson. Bah. If you're going to make a comedy, do one of either two things: make the characters likeable & charming & no matter what they go through, make us care and root for them; or make it vicious, make a bastard a bastard & let us enjoy their downfall while making us laugh like drains. Don't make The Change Up, which isn't so much bad as it is a complete waste of time - not to mention a waste of some real talent. Oh and I'd rather not actually be a paid writer in a world where this script got made.",3,70,3,322,"2,097","09 Feb, 2014"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, You can't understand someone until you've walked a mile in their shoes. Be careful what you wish for.,1,4,0,25,"1,347","10 Jul, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Do you miss the body-switching comedies that became prevalent in the late 1980s? Nope, you don't. Neither did I. Unless you really, really love ""Vice Versa"", and no one really loves ""Vice Versa"", you haven't given body switching movies a second thought since at least ""Face/Off"" (yeah, I would never have thought to mention ""Vice Versa"" and ""Face/Off"" in the same paragraph either, but here I am). ""The Change-Up"" might very well be the best body-switching comedy ever made. Not that this means you should care about it. I certainly didn't. But then I learned a fact about this film that changed everything, and I had to watch it immediately: this movie contains nude footage of Leslie Mann*. I've always thought she was cute, but I never had a burning desire to see what was happening beneath her clothes. But my source told me that she was hiding some real treasures, and Best Buy had the blu-ray on sale for five dollars, so I am now the proud owner of ""The Change-Up"". And you know what? I have no regrets.  Movies that try to balance raunchy and heartwarming are difficult to pull off. David Dobkin, the director of ""The Change-Up"" tried this balance in ""The Wedding Crashers"" to, I thought, little success. The raunchy moments of ""Wedding Crashers"" struck me as hilarious (such as any scene involving Vince Vaughn and Isla Fisher) while the allegedly heartwarming elements (any scene involving Owen Wilson and Rachel McAdams) fell flat for me. ""The Change-Up"" works much better because the heartwarming stuff sneaks its way into the raunch, rather than being completely separated from it. Also, ""The Change-Up"" remains defiantly dedicated to nudity and raunch and edgy jokes for its entire length rather than coming to a screeching halt for moments of unearned sentiment. ""The Change-Up"" also earns those moments of sentiment with two hilarious performances from Jason Bateman and Deadpool himself, Ryan Reynolds. Reynolds is just as vulgar and rat-a-tat-tat here as he was in ""Deadpool"", and Bateman brings his usual sardonic straight man routine to the table. Neither of these actors is doing anything new here, but thankfully they don't have to. They don't play one another as well as Travolta and, especially, Nic Cage did in ""Face/Off"" or even as well as Jamie Lee Curtis and Lindsay Lohan did in ""Freaky Friday"", but they work well enough and make this a very fun ride. It's consistently hilarious, has a few things to say about domesticity and family without battering the audience over the head with them, and manages to delve deeper than I expected. Granted, I didn't expect any depth here at all, so anything is a bonus. I popped this in hoping for a good laugh and I got a lot of them, and the sentiment didn't irritate me so that worked as well. Also, this movie has a respectable commitment to nudity which I thoroughly appreciated. Not only is Leslie Mann a very funny actress, but...um...Wow. Judd Apatow is a lucky man. Holy Crap! *Reviewer's Note: Thanks to IMDB I learned that Leslie Mann used a body double. This is like learning that Santa doesn't exist all over again.",5,13,0,"1,394","1,120","26 Jun, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," I tried watching this a few months back but I stopped because in the first 2 minutes, they showed babies private’s (nobody wants or needs to see that. Why would you include that?) , and said babies shit all over Jason Bateman’s face and in his mouth. It was okay I guess. Not very good. I liked it but it was pretty meh",1,2,0,44,135,"28 Apr, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Sometimes we have good movies on at work. Like Jurassic Park, any of the MCU films, or Pacific Rim. Even Scott Pilgrim. This is not one of those films. This is the dingleberry on the unkempt ass hairs of Hollywood, and I genuinely question anyone's taste if they find this softcore porn enjoyable.",3,2,0,39,57,"18 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, leslie mann said “bouquet of balls” and in that moment white people lost all of their rights,1,15,0,277,"1,710","16 Mar, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Casting Ryan Reynolds and Jason Bateman in the same movie is a sure recipe for comedic gold, which is exactly what happens here for long stretches. Yeah, some of the humor hasn’t aged well, but that’s true for most comedies from this era. Either way, despite loving the leads, I want to see the Seth Rogen version of The Change Up with Rogen playing both leads. It’s a remake of The Change Up and a retelling of An American Pickle. Let’s make it happen folks.",1,2,0,123,182,"25 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," I had never seen this before and am really shocked to like it as much as I do.  Jason Bateman is such a great comedic actor and pulls off the douchebag persona perfectly as well as the awkward scenes where he's in Ryan Reynold's body.  I also thought most of the dialogue and story were surprisingly clever, except for how sappy it gets at the end.",1,4,1,54,424,"04 Jan, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Sometimes you just gotta have a silly smutty movie. This is a great one for laughing! Jason Bateman plays the best straight man I've ever seen. IMDb and Wiki pages:  www.imdb.com/title/tt1488555/?ref_=nv_sr_1 en.wikipedia.org/wiki/The_Change-Up,4,4,0,11,103,"03 Apr, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, I thought it was a decent comedy definitely worth a watch not bad acting. 6/10,1,5,0,"5,234","2,470","14 Feb, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Garbage. I had a better time rewatching Epic Movie than this piece of shit.,1,3,0,90,120,"27 Apr, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, nice cgi on that babys asshole,1,3,0,73,31,"25 Mar, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, ryan reynolds is so good at playing ryan reynolds that when he switches bodies with someone else it’s like he’s still playing ryan reynolds,1,2,0,8,18,"16 Sep, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, scavenger hunt 65film 24/31watch a film that your mom (or another family member) loves that you haven't seen. this film is so slimy i’m grossed out i love jason bateman and ryan reynolds tho so that made it significantly more bearable it was a bit funny at some times tho 🤭,4,2,0,346,246,"25 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," I rarely do this, but I turned it off exactly half way through, at the point where the baby was throwing knives! (Because that's where my suspension of disbelief expired.) I will not be returning to this. Wow! This was not my thing at all.",1,20,5,"1,184","1,234","28 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," 84 Raunchy adult twist on Freaky Friday where a straight-laced married businessman switches bodies with his single womanizing wannabe-actor best friend, with mostly funny results as they have to try their best to pass as the other so as not to disrupt anyone’s lives. Pretty immature but I laughed quite a bit.",1,3,0,288,226,"08 Apr, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Before the Change: Ryan Reynolds acts like Ryan Reynolds and Jason Bateman acts like Jason Bateman. After the Change: Jason Bateman acts like Jason Bateman and Ryan Reynolds acts like Reynolds.,2,4,0,132,138,"31 Mar, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, the way I loved this I’m so sorry,1,5,0,263,560,"17 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, i mean it might make sense if i tell you watch this for ryan reynolds. but i just watch this for jason bateman for some reason,1,4,0,30,87,"22 May, 2019"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, this was a stupid ass movie and i liked it,1,3,0,200,290,"07 Oct, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," my #1 most shameful guilty pleasure film. i really cannot defend it, but i still love it so. judge away.",1,4,4,273,359,"24 Mar, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, all 5 stars are for the ballet scene literally IMMACULATE like actually AMAZING 🥰💕🌟👑✨🌷🌻💃,1,5,0,170,148,"12 Jul, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Sometimes we have good movies on at work. Like Jurassic Park, any of the MCU films, or Pacific Rim. Even Scott Pilgrim. This is not one of those films. This is the dingleberry on the unkempt ass hairs of Hollywood, and I genuinely question anyone's taste if they find this softcore porn enjoyable.",3,2,0,39,57,"18 Aug, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," From the director of Wedding Crashers (an R-rated comedy I didn't like) and the writers of The Hangover (an R-rated comedy I didn't like) comes... an R-rated comedy I didn't like. Jason Bateman and Ryan Reynolds swap bodies after urinating into an enchanted fountain in what I think is meant to be a deliberate throwback, if had more vulgarity. There is the odd moment of genuine humour, but it's surrounded by projectile poo, CGI nudity, the hilarity of cursing at small children and the fact that Reynolds' character is just hateful and self-centered, frequently confusing being gross for actual laughs. And yet there's a weirdly saccharine streak in there too, which feels both awkward and insincere in contrast to everything else (Alan Arkin appears as Reynolds' father in a subplot that should have been excised entirely). It also long wears at out it's welcome at an indulgent two-hour running time, and sure feels like as it drags towards the finish. Best experienced with your mind out of your body.",1,3,2,32,"1,096","26 Jul, 2015"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, why does ryan reynolds play the same role in every film like can he get through a movie without making a joke about his balls,1,76,0,"1,377","3,126","19 Dec, 2018"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Well today I experienced soft corn porn and a poop in a child’s mouth... so that in itself has got me not on the hook. I’m not a politician and I could give two shits and a popsicle about politics correctness but was very surprised a 2011 movie would say the F word... not taking about FUCK! Loved the classic universal intro but did not love how Ryan renalds and Jason Bateman looked 39 years apart yet the same age in this movie. Enough is enough. Movie was mediocre. Glad to give it a 1.5.,1,2,0,3,3,"22 Sep, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Bateman might want to consider a change up in agent.,1,45,2,391,"1,256","20 Mar, 2013"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Between the reassuringly predictable formula of the bodyswap comedy, the charm of the leads and the feelgood vibe, I found this to be a nice way to spend 90 minutes. Give me this over the over-indulgent in-jokes of Rogan and friends any day of the week.",1,3,0,216,350,"06 Apr, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Shitty. Fun.,1,2,0,257,172,"04 Apr, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274, Before the Change: Ryan Reynolds acts like Ryan Reynolds and Jason Bateman acts like Jason Bateman. After the Change: Jason Bateman acts like Jason Bateman and Ryan Reynolds acts like Reynolds.,2,4,0,132,138,"31 Mar, 2020"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," When you have to be dirty and gross and cuss like a dying sailor to get laughs? I don’t know about that. On the other hand, it’s fun because we love the two leads. So I don’t know? Toss-up really.",1,3,0,"2,972","1,318",
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Watched the 'Unrated' version this time. There's slight differences. Not enough to give it an unrated type of thing if you ask me, but it was still as hilarious and interesting as it was the first time.",1,5,0,116,315,"13 Feb, 2016"
The Change-Up,2011,112,comedy, , , ,English, , , ,USA, , , ,21055,5 fans,2.50,659,1487,1779,4222,3996,5157,2174,1150,157,274," Nothing new here, with the popular body swapping comedies that have been done to death, and arguably a bit grosser too, but at least i bought into Gosling and Bateman being best friends and then swapping. `Bateman can't really do other roles but his comedic formula keeps getting him work - better to watch Game Night with him than this.",1,4,0,380,389,"17 Dec, 2018"
Peterloo,2018,154,history,drama, , ,English, , , ,UK, , , ,3846,4 fans,3.32,23,64,65,295,370,880,856,883,269,141, Much snoring at the Laemmle Royal this day,1,8,1,128,835,"06 Apr, 2019"
